#"Código.Municipio" "Población" "Población.Pobre" "Incidencia" "Código.Departamento" "Departamento" "Municipio" "Número.de.Hogares" "Bajo.Logro.Educativo" "Bajo.Logro.Educativo.Absoluto" "Analfabetismo" "Analfabetismo.Absoluto" "Inasistencia.Escolar" "Inasistencia.Escolar.Absoluto" "Rezago.Escolar" "Rezago.Escolar.Absoluto" "Barreras.Cuidado.Primera.Infancia" "Barreras.Cuidado.Primera.Infancia.Absoluto" "Trabajo.Infantil" "Trabajo.Infantil.Absoluto" "Alta.Dependencia.Económica" "Alta.Dependencia.Económica.Absoluto" "Empleo.Informal" "Empleo.Informal.Absoluto" "Sin.Seguro.Salud" "Sin.Seguro.Salud.Absoluto" "Barreras.Acceso.Salud" "Barreras.Acceso.Salud.Absoluto" "Sin.Fuente.Agua.Mejorada" "Sin.Fuente.Agua.Mejorada.Absoluto" "Inadecuada.Eliminación.Excretas" "Inadecuada.Eliminación.Excretas.Absoluto" "Pisos.Inadecuados" "Pisos.Inadecuados.Absoluto" "Paredes.Inadecuadas" "Paredes.Inadecuadas.Absoluto" "Hacinamiento" "Hacinamiento.Absoluto" "Coordenadas" "Latitud" "Longitud" "NivelesIncidencia"
"606" 41026 3596 1779.0001744 0.4947164 41 "Huila" "Altamira" 1014 0.7357002 746.0000028 0.147929 150.000006 0.0581854 58.9999956 0.2633136 266.9999904 0.1508876 153.0000264 0.0532544 53.9999616 0.4506903 456.9999642 0.9270217 940.0000038 0.1370809 139.0000326 0.0966469 97.9999566 0.2426036 246.0000504 0.1183432 120.0000048 0.0424063 42.9999882 0.0088757 8.9999598 0.1893491 191.9999874 "(2.06278, -75.7872)" 2.06278 -75.7872 "(0.357,0.571]"
"607" 41078 4330 2662.999795 0.6150115 41 "Huila" "Baraya*" 1087 0.8206072 892.0000264 0.274149 297.999963 0.0772769 83.9999903 0.2870285 311.9999795 0.1085557 118.0000459 0.0616375 66.9999625 0.6200552 674.0000024 0.9650414 1049.0000018 0.1122355 121.9999885 0.1039558 112.9999546 0.0919963 99.9999781 0.0699172 75.9999964 0.1205152 131.0000224 0.0110396 12.0000452 0.2539098 275.9999526 "(3.1530556, -75.0530556)" 3.1530556 -75.0530556 "(0.571,0.786]"
"608" 41132 32009 19684.3122562 0.6149618 41 "Huila" "Campoalegre" 8250 0.8287763 6837.404475 0.2695133 2223.484725 0.1356637 1119.225525 0.3755264 3098.0928 0.1680624 1386.5148 0.05209 429.7425 0.5420045 4471.537125 0.9570759 7895.876175 0.1647167 1358.912775 0.0617912 509.7774 0.1027574 847.74855 0.0772326 637.16895 0.0760444 627.3663 0.0089909 74.174925 0.2260046 1864.53795 "(2.68778, -75.32809999999999)" 2.68778 -75.3281 "(0.571,0.786]"
"609" 41206 8479 6670.9999367 0.7867673 41 "Huila" "Colombia" 2171 0.9272225 2013.0000475 0.3638876 789.9999796 0.2243206 487.0000226 0.3565177 773.9999267 0.2270843 493.0000153 0.102257 221.999947 0.4771994 1035.9998974 0.988024 2145.000104 0.164901 358.000071 0.086596 187.999916 0.5218793 1132.9999603 0.5905113 1282.0000323 0.3827729 830.9999659 0.0115154 24.9999334 0.1713496 371.9999816 "(3.384088, -74.801903)" 3.384088 -74.801903 "(0.786,1]"
"610" 41244 3321 2084.9998509 0.6278229 41 "Huila" "Elias" 873 0.8648339 754.9999947 0.2428408 212.0000184 0.1340206 116.9999838 0.2806415 245.0000295 0.1592211 139.0000203 0.067583 58.999959 0.5315006 464.0000238 0.9702176 846.9999648 0.117984 103.000032 0.0194731 17.0000163 0.2657503 232.0000119 0.3024055 264.0000015 0.1145475 99.9999675 0.0057274 5.0000202 0.1546392 135.0000216 "(2.015543, -75.953812)" 2.015543 -75.953812 "(0.571,0.786]"
"611" 41298 67324 43016.16487 0.6389425 41 "Huila" "Garzón" 16363 0.7819264 12794.6616832 0.1963969 3213.6424747 0.1512627 2475.1115601 0.4127447 6753.7415261 0.2377276 3889.9367188 0.0792029 1295.9970527 0.4650925 7610.3085775 0.9511152 15563.0980176 0.2136968 3496.7207384 0.1079402 1766.2254926 0.2311979 3783.0912377 0.1473753 2411.5020339 0.1108059 1813.1169417 0.0064598 105.7017074 0.1968332 3220.7816516 "(2.205775, -75.644043)" 2.205775 -75.644043 "(0.571,0.786]"
"612" 41306 28032 17973.6502656 0.6411833 41 "Huila" "Gigante" 7326 0.8368158 6130.5125508 0.2954609 2164.5465534 0.1290797 945.6378822 0.3690791 2703.8734866 0.1795689 1315.5217614 0.0560496 410.6193696 0.512646 3755.644596 0.9656682 7074.4852332 0.2713736 1988.0829936 0.0529661 388.0296486 0.1920885 1407.240351 0.1425386 1044.2377836 0.1042284 763.5772584 0.0090186 66.0702636 0.1716225 1257.306435 "(2.386670000000001, -75.5461)" 2.38667 -75.5461 "(0.571,0.786]"
"613" 41319 16002 11112.0000264 0.6944132 41 "Huila" "Guadalupe" 3817 0.8821064 3367.0001288 0.2381451 908.9998467 0.1655751 632.0001567 0.3638983 1388.9998111 0.2420749 923.9998933 0.1160597 442.9998749 0.4760283 1817.0000211 0.9774692 3730.9999364 0.1469741 561.0001397 0.0901231 343.9998727 0.3175269 1212.0001773 0.2921142 1114.9999014 0.1632172 623.0000524 0.036416 138.999872 0.2069688 789.9999096 "(2.020447, -75.758331)" 2.020447 -75.758331 "(0.571,0.786]"
"614" 41349 6468 4405.0178172 0.6810479 41 "Huila" "Hobo" 1691 0.8939349 1511.6439159 0.3319271 561.2887261 0.1795462 303.6126242 0.3894214 658.5115874 0.1723681 291.4744571 0.0716565 121.1711415 0.5144381 869.9148271 0.9672837 1635.6767367 0.23964 405.23124 0.0735248 124.3304368 0.1906173 322.3338543 0.1128498 190.8290118 0.1368117 231.3485847 0.0290394 49.1056254 0.2646002 447.4389382 "(2.5833333, -75.45)" 2.5833333 -75.45 "(0.571,0.786]"
"615" 41357 9876 6685.9996572 0.6769947 41 "Huila" "Iquira" 2574 0.8601399 2214.0001026 0.2412587 620.9998938 0.1383061 355.9999014 0.3236208 832.9999392 0.2039627 524.9999898 0.0707071 182.0000754 0.533411 1372.999914 0.9700855 2497.000077 0.1208236 310.9999464 0.0959596 247.0000104 0.4048174 1041.9999876 0.3022533 777.9999942 0.2024087 520.9999938 0.0291375 74.999925 0.1655012 426.0000888 "(2.65, -75.64999999999999)" 2.65 -75.65 "(0.571,0.786]"
"616" 41359 23738 18257.999617 0.7691465 41 "Huila" "Isnos" 5426 0.9207519 4995.9998094 0.2307409 1252.0001234 0.2224475 1207.000135 0.3617766 1962.9998316 0.2224475 1207.000135 0.1208994 656.0001444 0.4937339 2679.0001414 0.9891264 5366.9998464 0.3018798 1637.9997948 0.1549945 841.000157 0.2755252 1494.9997352 0.3813122 2068.9999972 0.2117582 1148.9999932 0.0654257 354.9998482 0.2093623 1135.9998398 "(1.949887, -76.212502)" 1.949887 -76.212502 "(0.571,0.786]"
"617" 41378 11665 8284.000069 0.7101586 41 "Huila" "La Argentina" 2743 0.8909953 2444.0001079 0.1913963 525.0000509 0.1469194 402.9999142 0.348159 955.000137 0.243529 668.000047 0.0940576 257.9999968 0.5082027 1394.0000061 0.9748451 2674.0001093 0.1275975 349.9999425 0.1254101 343.9999043 0.3685746 1011.0001278 0.2231134 612.0000562 0.2304047 632.0000921 0.0204156 55.9999908 0.2289464 627.9999752 "(2.19611, -75.97999999999999)" 2.19611 -75.98 "(0.571,0.786]"
"618" 41396 52367 36260.8169588 0.6924364 41 "Huila" "La Plata" 12005 0.8388489 10070.3810445 0.2466746 2961.328573 0.1828541 2195.1634705 0.3541179 4251.1853895 0.260043 3121.816215 0.0881227 1057.9130135 0.5113024 6138.185312 0.9733928 11685.580564 0.2018442 2423.139621 0.0872829 1047.8312145 0.3852189 4624.5528945 0.3114115 3738.4950575 0.2351822 2823.362311 0.0864965 1038.3904825 0.1737572 2085.955186 "(2.4, -75.9)" 2.4 -75.9 "(0.571,0.786]"
"619" 41483 5781 4011.0000126 0.6938246 41 "Huila" "Nátaga" 1413 0.8619958 1218.0000654 0.1811748 255.9999924 0.1380042 194.9999346 0.3375796 476.9999748 0.2024062 285.9999606 0.1026185 144.9999405 0.4522293 639.0000009 0.9716914 1372.9999482 0.168436 238.000068 0.0806794 113.9999922 0.3821656 539.9999928 0.2873319 405.9999747 0.2561925 362.0000025 0.0141543 20.0000259 0.1960368 276.9999984 "(2.583333, -75.816667)" 2.583333 -75.816667 "(0.571,0.786]"
"620" 41503 10096 8473.0003568 0.8392433 41 "Huila" "Oporapa" 1881 0.9223817 1734.9999777 0.2434875 457.9999875 0.2450824 460.9999944 0.3758639 706.9999959 0.3024987 569.0000547 0.1547049 290.9999169 0.6135035 1154.0000835 0.9792663 1841.9999103 0.333865 628.000065 0.2248804 423.0000324 0.2892079 544.0000599 0.4704944 884.9999664 0.1834131 345.0000411 0.0127592 24.0000552 0.3763955 707.9999355 "(2.0624509, -76.01598)" 2.0624509 -76.01598 "(0.786,1]"
"621" 41518 5169 3382.9998834 0.6544786 41 "Huila" "Paicol" 1327 0.8342125 1106.9999875 0.198945 264.000015 0.1032404 137.0000108 0.2840995 377.0000365 0.1733233 230.0000191 0.0693293 91.9999811 0.535795 710.999965 0.9645818 1280.0000486 0.1281085 169.9999795 0.028636 37.999972 0.5388093 714.9999411 0.3210249 426.0000423 0.1959307 260.0000389 0.0067822 8.9999794 0.1665411 221.0000397 "(2.45, -75.7666667)" 2.45 -75.7666667 "(0.571,0.786]"
"622" 41524 27199 17679.3445602 0.6499998 41 "Huila" "Palermo" 6909 0.8028374 5546.8035966 0.2742714 1894.9411026 0.1133819 783.3555471 0.3317625 2292.1471125 0.1476218 1019.9190162 0.0517043 357.2250087 0.5438186 3757.2427074 0.9569853 6611.8114377 0.2680523 1851.9733407 0.0462518 319.5536862 0.4223539 2918.0430951 0.1752343 1210.6937787 0.1154295 797.5024155 0.0262269 181.2016521 0.1775731 1226.8525479 "(2.8916667, -75.4375)" 2.8916667 -75.4375 "(0.571,0.786]"
"623" 41530 10268 7997.9998464 0.7789248 41 "Huila" "Palestina" 2338 0.9204448 2151.9999424 0.2532079 592.0000702 0.20787 486.00006 0.3708298 867.0000724 0.2399487 561.0000606 0.1556886 363.9999468 0.4435415 1037.000027 0.9914457 2318.0000466 0.1680924 393.0000312 0.1958939 457.9999382 0.3721129 869.9999602 0.4418306 1032.9999428 0.1980325 462.999985 0.0128315 30.000047 0.2147134 501.9999292 "(1.75, -76.0667)" 1.75 -76.0667 "(0.571,0.786]"
"624" 41548 12788 9318.0004972 0.7286519 41 "Huila" "Pital" 2911 0.881484 2565.999924 0.2294744 667.9999784 0.1614565 469.9998715 0.3246307 944.9999677 0.2439024 709.9998864 0.0948128 276.0000608 0.5675026 1652.0000686 0.9797321 2852.0001431 0.1549296 451.0000656 0.1308829 381.0001219 0.3960838 1152.9999418 0.3187908 928.0000188 0.2201992 640.9998712 0.0041223 12.0000153 0.1772587 516.0000757 "(2.268426, -75.820396)" 2.268426 -75.820396 "(0.571,0.786]"
"625" 41551 102382 66072.9506122 0.6453571 41 "Huila" "Pitalito" 25020 0.8336359 20857.570218 0.209849 5250.42198 0.1759156 4401.408312 0.3156915 7898.60133 0.2492238 6235.579476 0.0806311 2017.390122 0.556312 13918.92624 0.9802768 24526.525536 0.2471527 6183.760554 0.0735461 1840.123422 0.2025607 5068.068714 0.1293156 3235.476312 0.1061645 2656.23579 0.0664395 1662.31629 0.19095 4777.569 "(1.856293, -76.039391)" 1.856293 -76.039391 "(0.571,0.786]"
"626" 41615 16547 10840.6594945 0.6551435 41 "Huila" "Rivera" 4322 0.8015539 3464.3159558 0.2145213 927.1610586 0.1186323 512.7288006 0.3453683 1492.6817926 0.2105601 910.0407522 0.0510726 220.7357772 0.5420311 2342.6584142 0.9436973 4078.6597306 0.3473682 1501.3253604 0.1168383 504.9751326 0.1166188 504.0264536 0.0707575 305.813915 0.1270091 548.9333302 0.0235294 101.6940668 0.2327945 1006.137829 "(2.78528, -75.2589)" 2.78528 -75.2589 "(0.571,0.786]"
"627" 41660 10247 8517.0000147 0.8311701 41 "Huila" "Saladoblanco" 2379 0.9289617 2209.9998843 0.2812106 669.0000174 0.2652375 631.0000125 0.4022699 957.0000921 0.2904582 691.0000578 0.074401 176.999979 0.6275746 1492.9999734 0.9852879 2343.9999141 0.345103 821.000037 0.0992013 235.9998927 0.2879361 684.9999819 0.4279109 1018.0000311 0.1572089 373.9999731 0.0870113 206.9998827 0.2101723 499.9999017 "(2.1026749, -76.247912)" 2.1026749 -76.247912 "(0.786,1]"
"628" 41668 29623 19790.9337505 0.6680935 41 "Huila" "San Agustín" 6972 0.8657132 6035.7524304 0.2277266 1587.7098552 0.2049923 1429.2063156 0.3477785 2424.711702 0.1799733 1254.7738476 0.1630847 1137.0265284 0.4081784 2845.8198048 0.971905 6776.12166 0.1709431 1191.8152932 0.079126 551.666472 0.2299128 1602.9520416 0.3256103 2270.1550116 0.1995271 1391.1029412 0.0106831 74.4825732 0.2165833 1510.0187676 "(1.9, -76.2833333)" 1.9 -76.2833333 "(0.571,0.786]"
"629" 41676 10163 7767.9996156 0.7643412 41 "Huila" "Santa María" 2359 0.8974142 2117.0000978 0.2390844 564.0000996 0.1894871 447.0000689 0.3535396 833.9999164 0.2721492 641.9999628 0.1114879 262.9999561 0.4735057 1116.9999463 0.981348 2314.999932 0.2653667 626.0000453 0.12039 284.00001 0.5828741 1375.0000019 0.3446376 813.0000984 0.2365409 557.9999831 0.0148368 35.0000112 0.2068673 487.9999607 "(2.95, -75.64999999999999)" 2.95 -75.65 "(0.571,0.786]"
"630" 41770 14473 10630.0002303 0.7344711 41 "Huila" "Suaza" 3460 0.9037572 3126.999912 0.2369942 819.999932 0.1656069 572.999874 0.3725434 1289.000164 0.2049133 709.000018 0.0705202 243.999892 0.5156069 1783.999874 0.9846821 3407.000066 0.216185 748.0001 0.0734104 253.999984 0.4687861 1621.999906 0.4179191 1446.000086 0.200578 693.99988 0.0468208 161.999968 0.1601156 553.999976 "(1.966667, -75.816667)" 1.966667 -75.816667 "(0.571,0.786]"
"631" 41791 15898 11499.9995372 0.7233614 41 "Huila" "Tarqui" 3557 0.8788305 3126.0000885 0.2159123 768.0000511 0.1892044 673.0000508 0.3387686 1204.9999102 0.2344672 833.9998304 0.0894012 318.0000684 0.6013495 2139.0001715 0.9887546 3517.0001122 0.1169525 416.0000425 0.0646612 229.9998884 0.368569 1310.999933 0.4633118 1648.0000726 0.1473152 524.0001664 0.0567894 201.9998958 0.1982007 704.9998899 "(2.115954, -75.85414899999999)" 2.115954 -75.854149 "(0.571,0.786]"
"632" 41797 8811 4970.9996721 0.5641811 41 "Huila" "Tesalia" 2233 0.8101209 1808.9999697 0.2324227 518.9998891 0.085983 192.000039 0.2382445 531.9999685 0.1661442 370.9999986 0.0483654 107.9999382 0.5562024 1241.9999592 0.955665 2133.999945 0.1347962 300.9999146 0.0613524 136.9999092 0.2068966 462.0001078 0.124944 278.999952 0.1038961 231.9999913 0.0040305 9.0001065 0.1912226 427.0000658 "(2.4833333, -75.7333333)" 2.4833333 -75.7333333 "(0.357,0.571]"
"633" 41799 13423 10482.1106341 0.7809067 41 "Huila" "Tello" 2981 0.9003521 2683.9496101 0.321875 959.509375 0.1704899 508.2303919 0.3720324 1109.0285844 0.2305967 687.4087627 0.073132 218.006492 0.6140518 1830.4884158 0.9795022 2919.8960582 0.1500459 447.2868279 0.1390841 414.6097021 0.3645815 1086.8174515 0.3259136 971.5484416 0.3234258 964.1323098 0.0181334 54.0556654 0.3195304 952.5201224 "(3.065873, -75.12822)" 3.065873 -75.12822 "(0.571,0.786]"
"634" 41801 8174 5882.8637656 0.7197044 41 "Huila" "Teruel" 2025 0.8496754 1720.592685 0.2718989 550.5952725 0.1527401 309.2987025 0.3899905 789.7307625 0.2300673 465.8862825 0.0848431 171.8072775 0.4879882 988.176105 0.9676533 1959.4979325 0.2577031 521.8487775 0.0785325 159.0283125 0.4071177 824.4133425 0.1835305 371.6492625 0.1360214 275.443335 0.0817546 165.553065 0.2182891 442.0354275 "(2.75, -75.5666667)" 2.75 -75.5666667 "(0.571,0.786]"
"635" 41807 19738 13106.900472 0.664044 41 "Huila" "Timaná" 4939 0.8768572 4330.7977108 0.228115 1126.659985 0.1476673 729.3287947 0.3172819 1567.0553041 0.2036235 1005.6964665 0.0537429 265.4361831 0.5904814 2916.3876346 0.9766208 4823.5301312 0.1710864 844.9957296 0.0899109 444.0699351 0.2140766 1057.3243274 0.2715227 1341.0506153 0.0769664 380.1370496 0.0139774 69.0343786 0.1992274 983.9841286 "(1.976858, -75.93808)" 1.976858 -75.93808 "(0.571,0.786]"
"636" 41872 7308 4774.999698 0.6533935 41 "Huila" "Villavieja" 1967 0.8845958 1739.9999386 0.2272496 446.9999632 0.1123538 220.9999246 0.2796136 549.9999512 0.1154042 227.0000614 0.0513472 100.9999424 0.6176919 1214.9999673 0.9771225 1921.9999575 0.10727 211.00009 0.0716828 141.0000676 0.2048805 402.9999435 0.3202847 630.0000049 0.1982715 390.0000405 0.0391459 76.9999853 0.2267412 445.9999404 "(3.216419, -75.215767)" 3.216419 -75.215767 "(0.571,0.786]"
"637" 41885 7798 3900.852025 0.5002375 41 "Huila" "Yaguará" 2157 0.7655029 1651.1897553 0.2058449 444.0074493 0.0686159 148.0044963 0.3106391 670.0485387 0.0805772 173.8050204 0.0326111 70.3421427 0.5764913 1243.4917341 0.9313021 2008.8186297 0.100232 216.200424 0.0583928 125.9532696 0.1149325 247.9094025 0.0498675 107.5641975 0.0746463 161.0120691 0.0123881 26.7211317 0.1392658 300.3963306 "(2.663769, -75.520676)" 2.663769 -75.520676 "(0.357,0.571]"
"638" 44001 169306 113225.5715474 0.6687629 44 "Guajira" "Riohacha" 36812 0.6346017 23360.9577804 0.3578399 13172.8023988 0.131158 4828.188296 0.33372 12284.90064 0.2585406 9517.3965672 0.0383052 1410.0910224 0.6273647 23094.5493364 0.9650851 35526.7127012 0.6280691 23120.4797092 0.0699584 2575.3086208 0.2965628 10917.0697936 0.4330473 15941.3372076 0.2725774 10034.1192488 0.1765536 6499.2911232 0.4104261 15108.6055932 "(11.5441667, -72.9069444)" 11.5441667 -72.9069444 "(0.571,0.786]"
"639" 44035 19055 14743.9567845 0.7737579 44 "Guajira" "Albania" 3898 0.652241 2542.435418 0.3248645 1266.321821 0.1592838 620.8882524 0.3643409 1420.2008282 0.2806851 1094.1105198 0.0220017 85.7626266 0.6273535 2445.423943 0.9348568 3644.0718064 0.5622216 2191.5397968 0.0608321 237.1235258 0.3552733 1384.8553234 0.4963014 1934.5828572 0.2789269 1087.2570562 0.0798775 311.362495 0.4565496 1779.6303408 "(11.1597, -72.5856)" 11.1597 -72.5856 "(0.571,0.786]"
"640" 44078 26413 18799.4712391 0.7117507 44 "Guajira" "Barrancas" 5492 0.6573927 3610.4007084 0.3361979 1846.3988668 0.1393191 765.1404972 0.4114593 2259.7344756 0.3159947 1735.4428924 0.0337806 185.5230552 0.6601052 3625.2977584 0.9555079 5247.6493868 0.4010468 2202.5490256 0.0834492 458.3030064 0.302236 1659.880112 0.3310187 1817.9547004 0.3260832 1790.8489344 0.0770933 423.3964036 0.3977753 2184.5819476 "(11, -72.75)" 11 -72.75 "(0.571,0.786]"
"641" 44090 21980 18777.604118 0.8543041 44 "Guajira" "Dibulla" 4632 0.8344874 3865.3456368 0.5322747 2465.4964104 0.2424952 1123.2377664 0.4339361 2009.9920152 0.4041533 1872.0380856 0.0572093 264.9934776 0.6474186 2998.8429552 0.9898567 4585.0162344 0.4757809 2203.8171288 0.084873 393.131736 0.5024872 2327.5207104 0.5589973 2589.2754936 0.4106754 1902.2484528 0.0786667 364.3841544 0.4202318 1946.5136976 "(11.2723099, -73.30982999999999)" 11.2723099 -73.30983 "(0.786,1]"
"642" 44098 11611 9383.0731923 0.8081193 44 "Guajira" "Distracción" 2264 0.7291678 1650.8358992 0.4293191 971.9784424 0.1673568 378.8957952 0.4231737 958.0652568 0.3462963 784.0148232 0.0297179 67.2813256 0.6747787 1527.6989768 0.9779851 2214.1582664 0.6085763 1377.8167432 0.0827848 187.4247872 0.401819 909.718216 0.4357551 986.5495464 0.4001124 905.8544736 0.072337 163.770968 0.4800259 1086.7786376 "(10.9, -72.88333329999999)" 10.9 -72.8833333 "(0.786,1]"
"643" 44110 7346 5579.4273086 0.7595191 44 "Guajira" "El Molino" 1369 0.7044252 964.3580988 0.4085175 559.2604575 0.1548497 211.9892393 0.3976792 544.4228248 0.3316773 454.0662237 0.0284227 38.9106763 0.6396962 875.7440978 0.9796906 1341.1964314 0.5697154 779.9403826 0.0763711 104.5520359 0.2206914 302.1265266 0.3966657 543.0353433 0.3030772 414.9126868 0.0665436 91.0981884 0.4751956 650.5427764 "(10.6533, -72.9242)" 10.6533 -72.9242 "(0.571,0.786]"
"644" 44279 26880 17962.460544 0.6682463 44 "Guajira" "Fonseca" 5693 0.5802677 3303.4640161 0.2790508 1588.6362044 0.1114674 634.5839082 0.4164248 2370.7063864 0.3043093 1732.4328449 0.0466758 265.7253294 0.5506908 3135.0827244 0.9494584 5405.2666712 0.6044816 3441.3137488 0.0715034 407.0688562 0.2108134 1200.1606862 0.3682423 2096.4034139 0.2110642 1201.5884906 0.0450658 256.5595994 0.3726418 2121.4497674 "(10.8333333, -72.83333329999999)" 10.8333333 -72.8333333 "(0.571,0.786]"
"645" 44378 14753 11290.0533901 0.7652717 44 "Guajira" "Hatonuevo" 2939 0.6832579 2008.0949681 0.3615127 1062.4858253 0.1769571 520.0769169 0.4385601 1288.9281339 0.32044 941.77316 0.037032 108.837048 0.6420107 1886.8694473 0.9047076 2658.9356364 0.5533129 1626.1866131 0.1111636 326.7098204 0.3135999 921.6701061 0.3821148 1123.0353972 0.3643422 1070.8017258 0.1076897 316.5000283 0.4981299 1464.0037761 "(11.07166, -72.76759299999999)" 11.07166 -72.767593 "(0.571,0.786]"
"646" 44420 2662 1872.0001234 0.7032307 44 "Guajira" "La Jagua del Pilar" 424 0.6933962 293.9999888 0.3632075 153.99998 0.1698113 71.9999912 0.4551887 193.0000088 0.254717 108.000008 0.0283019 12.0000056 0.7853774 333.0000176 0.9858491 418.0000184 0.2971698 125.9999952 0.0943396 39.9999904 0.1533019 65.0000056 0.2900943 122.9999832 0.4056604 172.0000096 0.0542453 23.0000072 0.6981132 295.9999968 "(10.5166667, -73.08333329999999)" 10.5166667 -73.0833333 "(0.571,0.786]"
"647" 44430 103122 85899.9969558 0.8329939 44 "Guajira" "Maicao" 16590 0.7459916 12376.000644 0.3925256 6511.999704 0.1871609 3104.999331 0.4210368 6985.000512 0.3733574 6193.999266 0.0291139 482.999601 0.7272453 12064.999527 0.9890898 16408.999782 0.6323086 10489.999674 0.1012055 1678.999245 0.5245931 8702.999529 0.6718505 11145.999795 0.3453285 5728.999815 0.1570223 2604.999957 0.6537071 10845.000789 "(11.3777778, -72.23888889999999)" 11.3777778 -72.2388889 "(0.786,1]"
"648" 44560 68577 64871.7709746 0.9459698 44 "Guajira" "Manaure" 14985 0.930081 13937.263785 0.8053 12067.4205 0.3215507 4818.4372395 0.4245006 6361.141491 0.2975624 4458.972564 0.0253486 379.848771 0.8225089 12325.2958665 0.9954143 14916.2832855 0.8423373 12622.4244405 0.0781967 1171.7775495 0.8513549 12757.5531765 0.8595377 12880.1724345 0.595412 8922.24882 0.207856 3114.72216 0.3817252 5720.152122 "(11.5763759, -72.5678041)" 11.5763759 -72.5678041 "(0.786,1]"
"649" 44650 29530 20546.132395 0.6957715 44 "Guajira" "San Juan del Cesar" 6595 0.6514388 4296.238886 0.3136555 2068.5580225 0.1192831 786.6720445 0.3260325 2150.1843375 0.2624631 1730.9441445 0.016086 106.08717 0.604597 3987.317215 0.9778108 6448.662226 0.5663038 3734.773561 0.0590704 389.569288 0.2087401 1376.6409595 0.367531 2423.866945 0.2068199 1363.9772405 0.0434439 286.5125205 0.3498813 2307.4671735 "(10.7847, -72.996567)" 10.7847 -72.996567 "(0.571,0.786]"
"650" 44847 116181 113422.4215722 0.9762562 44 "Guajira" "Uribia" 19346 0.9513386 18404.5965556 0.8351401 16156.6203746 0.5320281 10292.6156226 0.6210859 12015.5278214 0.5288808 10231.7279568 0.0221508 428.5293768 0.896795 17349.39607 0.9950114 19249.4905444 0.8167379 15800.6114134 0.1517095 2934.971987 0.9398014 18181.3978844 0.9448699 18279.4530854 0.8718811 16867.4117606 0.2199287 4254.7406302 0.7173068 13877.0173528 "(11.9166667, -72)" 11.9166667 -72 "(0.786,1]"
"651" 44855 13446 10051.6971384 0.7475604 44 "Guajira" "Urumita" 2598 0.7082424 1840.0137552 0.4334935 1126.216113 0.1861779 483.6901842 0.3597727 934.6894746 0.2877839 747.6625722 0.0298243 77.4835314 0.6688665 1737.715167 0.9602717 2494.7858766 0.524531 1362.731538 0.0859461 223.2879678 0.3636756 944.8292088 0.4175399 1084.7686602 0.4099559 1065.0654282 0.0774836 201.3023928 0.4587291 1191.7782018 "(10.4884797, -72.9696779)" 10.4884797 -72.9696779 "(0.571,0.786]"
"652" 44874 23592 15296.5054656 0.6483768 44 "Guajira" "Villanueva" 5056 0.6267645 3168.921312 0.3555867 1797.8463552 0.1145208 579.0171648 0.4003147 2023.9911232 0.2496565 1262.263264 0.0269403 136.2101568 0.659333 3333.587648 0.9585351 4846.3534656 0.3893488 1968.5475328 0.0665563 336.5086528 0.1692155 855.553568 0.2265377 1145.3746112 0.2115868 1069.7828608 0.0531163 268.5560128 0.4227889 2137.6206784 "(10.6, -72.9833333)" 10.6 -72.9833333 "(0.571,0.786]"
"653" 47001 413006 200546.420965 0.4855775 47 "Magdalena" "Santa Marta" 95613 0.5242498 50125.0961274 0.1518485 14518.6906305 0.0767744 7340.6307072 0.2962047 28321.0199811 0.1929484 18448.3753692 0.0359257 3434.9639541 0.4346523 41558.4103599 0.905223 86551.086699 0.3521076 33666.0639588 0.0613154 5862.5493402 0.2323041 22211.2919133 0.2132413 20388.6404169 0.0827927 7916.0584251 0.0586187 5604.7097631 0.3169157 30301.2608241 "(11.2419444, -74.20527779999999)" 11.2419444 -74.2052778 "(0.357,0.571]"
"654" 47030 11530 9845.511967 0.8539039 47 "Magdalena" "Algarrobo" 2410 0.8866242 2136.764322 0.4176623 1006.566143 0.2207903 532.104623 0.4074209 981.884369 0.3404484 820.480644 0.0646104 155.711064 0.6058286 1460.046926 0.9914207 2389.323887 0.4329769 1043.474329 0.0651114 156.918474 0.2929721 706.062761 0.7667461 1847.858101 0.2453776 591.360016 0.096374 232.26134 0.4621499 1113.781259 "(10.1013875, -74.2663499)" 10.1013875 -74.2663499 "(0.786,1]"
"655" 47053 34906 28926.1693656 0.8286876 47 "Magdalena" "Aracataca" 7290 0.8369229 6101.167941 0.3846796 2804.314284 0.1701824 1240.629696 0.4776709 3482.220861 0.3547657 2586.241953 0.0449701 327.832029 0.6684508 4873.006332 0.9522902 6942.195558 0.3199507 2332.440603 0.1133073 826.010217 0.4778027 3483.181683 0.5902917 4303.226493 0.172903 1260.46287 0.0455459 332.029611 0.4859709 3542.727861 "(10.59881, -74.187523)" 10.59881 -74.187523 "(0.786,1]"
"656" 47058 30541 26787.0865801 0.8770861 47 "Magdalena" "Ariguaní" 6756 0.8250409 5573.9763204 0.4547008 3071.9586048 0.1772121 1197.2449476 0.4416492 2983.7819952 0.3484111 2353.8653916 0.0265271 179.2170876 0.652025 4405.0809 0.9855012 6658.0461072 0.6434129 4346.8975524 0.0393839 266.0776284 0.3034303 2049.9751068 0.8042796 5433.7129776 0.4913439 3319.5193884 0.079023 533.879388 0.4359498 2945.2768488 "(9.85, -74.23859999999999)" 9.85 -74.2386 "(0.786,1]"
