#"Código.Municipio" "Población" "Población.Pobre" "Incidencia" "Código.Departamento" "Departamento" "Municipio" "Número.de.Hogares" "Bajo.Logro.Educativo" "Bajo.Logro.Educativo.Absoluto" "Analfabetismo" "Analfabetismo.Absoluto" "Inasistencia.Escolar" "Inasistencia.Escolar.Absoluto" "Rezago.Escolar" "Rezago.Escolar.Absoluto" "Barreras.Cuidado.Primera.Infancia" "Barreras.Cuidado.Primera.Infancia.Absoluto" "Trabajo.Infantil" "Trabajo.Infantil.Absoluto" "Alta.Dependencia.Económica" "Alta.Dependencia.Económica.Absoluto" "Empleo.Informal" "Empleo.Informal.Absoluto" "Sin.Seguro.Salud" "Sin.Seguro.Salud.Absoluto" "Barreras.Acceso.Salud" "Barreras.Acceso.Salud.Absoluto" "Sin.Fuente.Agua.Mejorada" "Sin.Fuente.Agua.Mejorada.Absoluto" "Inadecuada.Eliminación.Excretas" "Inadecuada.Eliminación.Excretas.Absoluto" "Pisos.Inadecuados" "Pisos.Inadecuados.Absoluto" "Paredes.Inadecuadas" "Paredes.Inadecuadas.Absoluto" "Hacinamiento" "Hacinamiento.Absoluto" "Coordenadas" "Latitud" "Longitud" "NivelesIncidencia"
"44" 5240 12265 8078.0000565 0.6586221 5 "Antioquia" "Ebejicó" 3394 0.8774308 2978.0001352 0.3273424 1111.0001056 0.1063642 361.0000948 0.3214496 1090.9999424 0.1384797 470.0001018 0.0483206 164.0001164 0.5385975 1827.999915 0.9558044 3244.0001336 0.117855 399.99987 0.0733648 249.0001312 0.1573365 534.000081 0.33736 1144.99984 0.1732469 587.9999786 0.0088391 29.9999054 0.1352387 459.0001478 "(6.316667, -75.783333)" 6.316667 -75.783333 "(0.571,0.786]"
"45" 5250 37648 29144.3935328 0.7741286 5 "Antioquia" "El Bagre" 8206 0.8354991 6856.1056146 0.3531895 2898.273037 0.1459468 1197.6394408 0.4588031 3764.9382386 0.2919289 2395.5685534 0.053953 442.738318 0.5543497 4548.9936382 0.9683252 7946.0765912 0.2417536 1983.8300416 0.0739858 607.1274748 0.2672282 2192.8746092 0.5672518 4654.8682708 0.2211591 1814.8315746 0.0931619 764.4865514 0.377099 3094.474394 "(7.59417, -74.8119)" 7.59417 -74.8119 "(0.571,0.786]"
"46" 5264 8429 3959.1392305 0.4697045 5 "Antioquia" "Entrerrios" 2131 0.7702586 1641.4210766 0.0795686 169.5606866 0.0912768 194.5108608 0.3190702 679.9385962 0.1840479 392.2060749 0.0504021 107.4068751 0.4244568 904.5174408 0.9081444 1935.2557164 0.1455074 310.0762694 0.0084982 18.1096642 0.2711672 577.8573032 0.1518339 323.5580409 0.009466 20.172046 0.0023451 4.9974081 0.0849098 180.9427838 "(6.5666667, -75.5166667)" 6.5666667 -75.5166667 "(0.357,0.571]"
"47" 5266 174429 24894.1405791 0.1427179 5 "Antioquia" "Envigado" 49052 0.3358732 16475.2522064 0.0699813 3432.7227276 0.0304948 1495.8309296 0.1958759 9608.1046468 0.0447505 2195.101526 0.026181 1284.230412 0.2602709 12766.8081868 0.6662192 32679.3841984 0.1704448 8360.6583296 0.0248982 1221.3065064 0.055473 2721.061596 0.0169262 830.2639624 0.005396 264.684592 0.005709 280.037868 0.0520221 2551.7880492 "(6.1666667, -75.5666667)" 6.1666667 -75.5666667 "(0.142,0.357]"
"48" 5282 22477 12762.2900041 0.5677933 5 "Antioquia" "Fredonia" 6277 0.8332771 5230.4803567 0.2767327 1737.0511579 0.1007513 632.4159101 0.3151306 1978.0747762 0.1515465 951.2573805 0.0455852 286.1383004 0.4693104 2945.8613808 0.9253467 5808.4012359 0.238531 1497.259087 0.037937 238.130549 0.2401452 1507.3914204 0.1140715 716.0268055 0.0434959 273.0237643 0.003367 21.134659 0.1038476 651.8513852 "(5.916666999999999, -75.68333299999999)" 5.916667 -75.683333 "(0.357,0.571]"
"49" 5284 18504 12178.5075216 0.6581554 5 "Antioquia" "Frontino" 4581 0.8293443 3799.2262383 0.3393025 1554.3447525 0.1627658 745.6301298 0.3564875 1633.0692375 0.1938422 887.9911182 0.0666781 305.4523761 0.5160636 2364.0873516 0.9683335 4435.9357635 0.181096 829.600776 0.0797628 365.3933868 0.3373948 1545.6055788 0.3374513 1545.8644053 0.1270474 582.0041394 0.1071669 490.9315689 0.2063885 945.4657185 "(6.7833333, -76.13333329999999)" 6.7833333 -76.1333333 "(0.571,0.786]"
"50" 5306 4139 2637.999928 0.637352 5 "Antioquia" "Giraldo" 1014 0.8599606 872.0000484 0.2159763 218.9999682 0.1055227 107.0000178 0.2721893 275.9999502 0.147929 150.000006 0.0483235 49.000029 0.5088757 515.9999598 0.9802761 993.9999654 0.1538462 156.0000468 0.0473373 48.0000222 0.1282051 129.9999714 0.1351085 137.000019 0.2583826 261.9999564 0 0 0.2357002 239.0000028 "(6.6790474, -75.9855098)" 6.6790474 -75.9855098 "(0.571,0.786]"
"51" 5308 42544 15582.7993456 0.3662749 5 "Antioquia" "Girardota" 11019 0.6590749 7262.3463231 0.14123 1556.21337 0.0475296 523.7286624 0.2802829 3088.4372751 0.1055312 1162.8482928 0.019692 216.986148 0.4547328 5010.7007232 0.7263273 8003.4005187 0.2452552 2702.4670488 0.0313386 345.3200334 0.1451349 1599.2414631 0.147696 1627.462224 0.0176231 194.1889389 0.0021496 23.6864424 0.1009553 1112.4264507 "(6.379167, -75.445278)" 6.379167 -75.445278 "(0.357,0.571]"
"52" 5310 11111 7672.4832744 0.6905304 5 "Antioquia" "Gómez Plata" 2607 0.8188975 2134.8657825 0.250637 653.410659 0.1089261 283.9703427 0.3314385 864.0601695 0.1682686 438.6762402 0.0473187 123.3598509 0.5619563 1465.0200741 0.9337598 2434.3117986 0.2340072 610.0567704 0.0817705 213.1756935 0.2714691 707.7199437 0.2965703 773.1587721 0.0615467 160.4522469 0.0042574 11.0990418 0.2110711 550.2623577 "(6.683333299999999, -75.21666669999999)" 6.6833333 -75.2166667 "(0.571,0.786]"
"53" 5313 9337 5743.0000926 0.6150798 5 "Antioquia" "Granada" 2831 0.9025079 2554.9998649 0.1621335 458.9999385 0.1328153 376.0001143 0.2903568 822.0001008 0.1261039 357.0001409 0.0815966 230.9999746 0.5870717 1661.9999827 0.9586718 2713.9998658 0.0794772 224.9999532 0.0646415 183.0000865 0.1769693 501.0000883 0.2380784 673.9999504 0.0120099 34.0000269 0.0010597 3.0000107 0.1218651 345.0000981 "(6.146999999999999, -75.18800000000002)" 6.147 -75.188 "(0.571,0.786]"
"54" 5315 6060 4768.000122 0.7867987 5 "Antioquia" "Guadalupe" 1544 0.882772 1362.999968 0.3296632 508.9999808 0.1483161 229.0000584 0.3821244 590.0000736 0.2143782 330.9999408 0.0408031 62.9999864 0.6088083 940.0000152 0.9222798 1424.0000112 0.2972798 459.0000112 0.0822539 127.0000216 0.5045337 779.0000328 0.4831606 745.9999664 0.117228 181.000032 0.0142487 21.9999928 0.1975389 305.0000616 "(6.816999999999999, -75.244)" 6.817 -75.244 "(0.786,1]"
"55" 5318 39430 16249.020197 0.4120979 5 "Antioquia" "Guarne" 10453 0.7001242 7318.3982626 0.1426633 1491.2594749 0.0808185 844.7957805 0.3410568 3565.0667304 0.1243544 1299.8765432 0.0377581 394.6854193 0.4208033 4398.6568949 0.7970914 8331.9964042 0.1907101 1993.4926753 0.0409822 428.3869366 0.2079772 2173.9856716 0.0866838 906.1057614 0.0140227 146.5792831 0.0013861 14.4889033 0.0926883 968.8707999 "(6.280011099999999, -75.4427333)" 6.2800111 -75.4427333 "(0.357,0.571]"
"56" 5321 5605 2291.3963045 0.4088129 5 "Antioquia" "Guatape" 1546.668 0.683884 1057.741498512 0.098585 152.47826478 0.0630552 97.5254600736 0.3535941 546.8926794588 0.0678488 104.9395677984 0.0307507 47.5611236676 0.4507086 697.0965689448 0.8314969 1286.0496473292 0.1866625 288.70491555 0.0547776 84.7227610368 0.0403076 62.3424750768 0.0294284 45.5159645712 0 0 0.0019717 3.0495652956 0.0835889 129.2842767852 "(6.233893, -75.162193)" 6.233893 -75.162193 "(0.357,0.571]"
"57" 5347 6463 4499.0002932 0.6961164 5 "Antioquia" "Heliconia" 1676 0.898568 1505.999968 0.2881862 483.0000712 0.1109785 185.999966 0.3150358 528.0000008 0.1575179 264.0000004 0.0650358 109.0000008 0.4958234 831.0000184 0.9445107 1582.9999332 0.3747017 628.0000492 0.1199284 200.9999984 0.0912888 153.0000288 0.1205251 202.0000676 0.0590692 98.9999792 0.0101432 17.0000032 0.1778043 298.0000068 "(6.216666699999999, -75.7333333)" 6.2166667 -75.7333333 "(0.571,0.786]"
"58" 5353 4788 3001.0001364 0.6267753 5 "Antioquia" "Hispania" 1299 0.82602 1072.99998 0.3325635 431.9999865 0.0969977 126.0000123 0.2856043 370.9999857 0.1462664 190.0000536 0.0515781 66.9999519 0.4403387 571.9999713 0.8852964 1150.0000236 0.2055427 266.9999673 0.0977675 126.9999825 0.2925327 379.9999773 0.1701309 221.0000391 0.013087 17.000013 0.0323326 42.0000474 0.1385681 179.9999619 "(5.8, -75.9)" 5.8 -75.9 "(0.571,0.786]"
"59" 5360 234277 54214.04057 0.23141 5 "Antioquia" "Itagui" 63610 0.4929117 31354.113237 0.0737948 4694.087228 0.048271 3070.51831 0.2321452 14766.756172 0.0888269 5650.279109 0.0243068 1546.155548 0.2966542 18870.173662 0.7048226 44833.765586 0.1997573 12706.561853 0.0400366 2546.728126 0.0275388 1751.743068 0.01147 729.6067 0.0019767 125.737887 0.0012717 80.892837 0.1022864 6506.437904 "(6.176627, -75.612701)" 6.176627 -75.612701 "(0.142,0.357]"
"60" 5361 23819 19230.245831 0.807349 5 "Antioquia" "Ituango" 6260.075 0.8953998 5605.269902985 0.4769684 2985.85795663 0.2583146 1617.068769595 0.3879389 2428.5266094175 0.2992694 1873.448889205 0.1696838 1062.233314285 0.419823 2628.123466725 0.9726349 6088.7674216175 0.2248647 1407.6698868525 0.1745746 1092.850089095 0.6163248 3858.23947236 0.5849275 3661.6900195625 0.4663385 2919.3139853875 0.0691899 433.1339632425 0.2300618 1440.204122635 "(7.1666667, -75.75)" 7.1666667 -75.75 "(0.786,1]"
"61" 5364 14213 8103.9996086 0.5701822 5 "Antioquia" "Jardín" 3759 0.8036712 3021.0000408 0.1620112 609.0001008 0.1048151 393.9999609 0.2854483 1073.0001597 0.1447193 543.9998487 0.0702314 263.9998326 0.41527 1560.99993 0.9377494 3524.9999946 0.1649375 620.0000625 0.0875233 329.0000847 0.3077946 1156.9999014 0.3466347 1302.9998373 0.0308593 116.0001087 0.028199 106.000041 0.1167864 439.0000776 "(5.583333, -75.833333)" 5.583333 -75.833333 "(0.357,0.571]"
"62" 5368 12716 7431.726324 0.584439 5 "Antioquia" "Jericó" 3095.057 0.814109 2519.713759213 0.1927852 596.6811827564 0.0475527 147.1783170039 0.259635 803.585124195 0.0968527 299.7646271039 0.032851 101.675717507 0.4749743 1470.0725320351 0.9166568 2837.1050454376 0.1762104 545.3812319928 0.2458179 760.8204121203 0.2414729 747.3723894553 0.2015938 623.9443018466 0.0115212 35.6587707084 0.0559212 173.0793015084 0.1902814 588.9317790398 "(5.783333, -75.783333)" 5.783333 -75.783333 "(0.571,0.786]"
"63" 5376 45406 15961.321447 0.3515245 5 "Antioquia" "La Ceja" 11451 0.6552429 7503.1864479 0.1017346 1164.9629046 0.0742258 849.9596358 0.2982866 3415.6798566 0.132239 1514.268789 0.0198658 227.4832758 0.3454601 3955.8636051 0.6951087 7959.6897237 0.22345 2558.72595 0.0298213 341.4837063 0.1084026 1241.3181726 0.0233542 267.4289442 0 0 0.002041 23.371491 0.1259196 1441.9053396 "(6.0305556, -75.4316667)" 6.0305556 -75.4316667 "(0.142,0.357]"
"64" 5380 51878 13686.9934912 0.2638304 5 "Antioquia" "La Estrella" 13822 0.5653714 7814.5634908 0.0886789 1225.7197558 0.0478946 661.9991612 0.2385853 3297.7260166 0.1013185 1400.424307 0.0168259 232.5675898 0.3160565 4368.532943 0.6971311 9635.7460642 0.1647566 2277.2657252 0.0235647 325.7112834 0.0657734 909.1199348 0.0227877 314.9715894 0.0021799 30.1305778 0.0031356 43.3402632 0.1005143 1389.3086546 "(6.1666667, -75.6666667)" 6.1666667 -75.6666667 "(0.142,0.357]"
"65" 5390 6955 4182.999899 0.6014378 5 "Antioquia" "La Pintada" 1907 0.8447824 1611.0000368 0.3025695 577.0000365 0.097011 184.999977 0.3151547 601.0000129 0.1583639 301.9999573 0.0419507 79.9999849 0.4583115 874.0000305 0.8568432 1633.9999824 0.1950708 372.0000156 0.065548 125.000036 0.1609858 306.9999206 0.0697431 133.0000917 0.0351337 66.9999659 0.0634504 120.9999128 0.2763503 527.0000221 "(5.75, -75.6)" 5.75 -75.6 "(0.571,0.786]"
"66" 5400 17822 8656.430552 0.485716 5 "Antioquia" "La Unión" 4377 0.8029268 3514.4106036 0.1034814 452.9380878 0.0855289 374.3599953 0.2567674 1123.8709098 0.1332721 583.3319817 0.0749876 328.2207252 0.390924 1711.074348 0.9021468 3948.6965436 0.3055001 1337.1739377 0.0215708 94.4153916 0.2103599 920.7452823 0.1223426 535.4935602 0.009199 40.264023 0.0006622 2.8984494 0.1528955 669.2236035 "(5.973611099999999, -75.3613889)" 5.9736111 -75.3613889 "(0.357,0.571]"
"67" 5411 9348 6271.0001676 0.6708387 5 "Antioquia" "Liborina" 2420 0.8677686 2100.000012 0.2214876 535.999992 0.1318182 319.000044 0.3219008 778.999936 0.157438 380.99996 0.0582645 141.00009 0.5355372 1296.000024 0.9590909 2320.999978 0.1165289 281.999938 0.0917355 221.99991 0.1834711 444.000062 0.3966942 959.999964 0.0561983 135.999886 0.0173554 42.000068 0.1483471 358.999982 "(6.681427999999999, -75.8118439)" 6.681428 -75.8118439 "(0.571,0.786]"
"68" 5425 7470 4586.000328 0.6139224 5 "Antioquia" "Maceo" 2075 0.8462651 1756.0000825 0.28 581 0.0920482 191.000015 0.3146988 653.00001 0.1281928 266.00006 0.0583133 121.0000975 0.4780723 992.0000225 0.9407229 1952.0000175 0.0886747 184.0000025 0.046747 97.000025 0.3546988 736.00001 0.293012 607.9999 0.0963855 199.9999125 0.0154217 32.0000275 0.146988 305.0001 "(6.55, -74.783333)" 6.55 -74.783333 "(0.571,0.786]"
"69" 5440 45456 20432.0719872 0.4494912 5 "Antioquia" "Marinilla" 11238 0.6683818 7511.2746684 0.0945749 1062.8327262 0.0633054 711.4260852 0.3074395 3455.005101 0.1559683 1752.7717554 0.0509825 572.941335 0.4196204 4715.6940552 0.7843557 8814.5893566 0.3414366 3837.0645108 0.0762366 856.7469108 0.0591292 664.4939496 0.0741353 833.1325014 0.0133295 149.796921 0.0053778 60.4357164 0.1464849 1646.1973062 "(6.1738028, -75.3347222)" 6.1738028 -75.3347222 "(0.357,0.571]"
"70" 5467 7385 4597.00003 0.622478 5 "Antioquia" "Montebello" 1856 0.8911638 1654.0000128 0.1400862 259.9999872 0.1325431 245.9999936 0.2920259 542.0000704 0.1729526 321.0000256 0.0824353 152.9999168 0.4606681 854.9999936 0.9428879 1749.9999424 0.127694 237.000064 0.0565733 105.0000448 0.4154095 771.000032 0.1540948 285.9999488 0.0355603 65.9999168 0.0080819 15.0000064 0.1891164 351.0000384 "(5.9166667, -75.5)" 5.9166667 -75.5 "(0.571,0.786]"
"71" 5475 3499 3329.0000353 0.9514147 5 "Antioquia" "Murindo" 815 0.9214724 751.000006 0.4858896 396.000024 0.407362 332.00003 0.5484663 447.0000345 0.4662577 380.0000255 0.0993865 80.9999975 0.6134969 499.9999735 0.9693252 790.000038 0.3447853 281.0000195 0.2527607 205.9999705 0.9693252 790.000038 0.9742331 793.9999765 0.0184049 14.9999935 0.6687117 545.0000355 0.3595092 292.999998 "(6.8, -76.8)" 6.8 -76.8 "(0.786,1]"
"72" 5480 9641 7786.0002566 0.8075926 5 "Antioquia" "Mutatá" 2345 0.8635394 2024.999893 0.4656716 1091.999902 0.2324094 545.000043 0.452452 1060.99994 0.2891258 678.000001 0.0763326 178.999947 0.5326226 1248.999997 0.9428571 2210.9998995 0.2848614 667.999983 0.1466951 344.0000095 0.4831557 1133.0001165 0.4234542 993.000099 0.1603412 376.000114 0.2294243 537.9999835 0.2660981 624.0000445 "(7.250000000000001, -76.4333333)" 7.25 -76.4333333 "(0.786,1]"
"73" 5483 9006 6703.9997556 0.7443926 5 "Antioquia" "Nariño" 2354 0.9086661 2138.9999994 0.2744265 645.999981 0.1741716 409.9999464 0.3776551 889.0001054 0.2170773 510.9999642 0.106627 250.999958 0.4953271 1165.9999934 0.9677145 2277.999933 0.1346644 316.9999976 0.095582 225.000028 0.4706882 1108.0000228 0.4507222 1061.0000588 0.031011 72.999894 0.0165675 38.999895 0.124469 293.000026 "(5.611, -75.179)" 5.611 -75.179 "(0.571,0.786]"
"74" 5490 48669 42415.2525105 0.8715045 5 "Antioquia" "Necoclí" 10107 0.8795334 8889.4440738 0.4018741 4061.7415287 0.2197546 2221.0597422 0.4909872 4962.4076304 0.3408592 3445.0639344 0.0826132 834.9716124 0.6611083 6681.8215881 0.9743181 9847.4330367 0.2931997 2963.3693679 0.078377 792.156339 0.6512716 6582.4020612 0.612583 6191.376381 0.6618918 6689.7404226 0.1252506 1265.9078142 0.3888194 3929.7976758 "(8.433556, -76.78175399999999)" 8.433556 -76.781754 "(0.786,1]"
"75" 5495 17665 15208.99972 0.860968 5 "Antioquia" "Nechí" 4077 0.8525877 3476.0000529 0.3887662 1584.9997974 0.1805249 736.0000173 0.4258033 1736.0000541 0.3051263 1243.9999251 0.0559235 228.0001095 0.5533481 2256.0002037 0.9892078 4033.0002006 0.3576159 1458.0000243 0.1140545 465.0001965 0.555065 2263.000005 0.8535688 3479.9999976 0.5256316 2143.0000332 0.2953152 1204.0000704 0.4120677 1680.0000129 "(8.095297000000002, -74.77130199999999)" 8.095297 -74.771302 "(0.786,1]"
"76" 5501 2865 1948.000023 0.6799302 5 "Antioquia" "Olaya" 789 0.878327 693.000003 0.3637516 287.0000124 0.0937896 73.9999944 0.2915082 229.9999698 0.1558935 122.9999715 0.0405577 32.0000253 0.5462611 431.0000079 0.9784537 771.9999693 0.21673 170.99997 0.0468948 36.9999972 0.1102662 87.0000318 0.1381496 109.0000344 0.0899873 70.9999797 0.0126743 10.0000227 0.2027883 159.9999687 "(6.6169319, -75.77203279999999)" 6.6169319 -75.7720328 "(0.571,0.786]"
"77" 5541 16119 9043.4811312 0.5610448 5 "Antioquia" "Peñol" 4489 0.7949873 3568.6979897 0.1236584 555.1025576 0.0971465 436.0906385 0.3746322 1681.7239458 0.1171783 526.0133887 0.0627435 281.6555715 0.501378 2250.685842 0.9281951 4166.6678039 0.153286 688.100854 0.0284374 127.6554886 0.2192681 984.2945009 0.1124461 504.7705429 0.036337 163.116793 0.0012798 5.7450222 0.1082376 485.8785864 "(6.2186111, -75.2433333)" 6.2186111 -75.2433333 "(0.357,0.571]"
"78" 5543 7450 6665.999995 0.8947651 5 "Antioquia" "Peque" 1748 0.9256293 1618.0000164 0.4925629 860.9999492 0.201373 352.000004 0.4599542 803.9999416 0.2929062 512.0000376 0.1081236 189.0000528 0.4965675 867.99999 0.9696796 1694.9999408 0.5497712 961.0000576 0.173341 303.000068 0.4736842 827.9999816 0.5617849 982.0000052 0.5251716 917.9999568 0.0148741 25.9999268 0.3443936 602.0000128 "(7.021944, -75.909167)" 7.021944 -75.909167 "(0.786,1]"
"79" 5576 8144 5419.9997664 0.6655206 5 "Antioquia" "Pueblorrico" 2145 0.8606061 1846.0000845 0.2634033 565.0000785 0.1095571 234.9999795 0.3212121 688.9999545 0.1417249 303.9999105 0.0857809 184.0000305 0.4610723 989.0000835 0.9505828 2039.000106 0.188345 404.000025 0.1118881 239.9999745 0.4079254 874.999983 0.190676 409.00002 0.0275058 58.999941 0.0424242 90.999909 0.1188811 254.9999595 "(5.8, -75.85000000000001)" 5.8 -75.85 "(0.571,0.786]"
"80" 5579 38126 24223.7887364 0.6353614 5 "Antioquia" "Puerto Berrio" 10324 0.7563839 7808.9073836 0.2649619 2735.4666556 0.1280658 1322.1513192 0.3414144 3524.7622656 0.1604669 1656.6602756 0.0390742 403.4020408 0.4724658 4877.7369192 0.9053348 9346.6764752 0.1978232 2042.3267168 0.0693627 716.1005148 0.0941388 971.8889712 0.2015249 2080.5430676 0.1146982 1184.1442168 0.294202 3037.341448 0.2613783 2698.4695692 "(6.489999999999999, -74.4025)" 6.49 -74.4025 "(0.571,0.786]"
"81" 5585 16671 11298.2417793 0.6777183 5 "Antioquia" "Puerto Nare (La Magdalena)" 4588 0.7880486 3615.5669768 0.3334837 1530.0232156 0.1149058 527.1878104 0.3548502 1628.0527176 0.1887242 865.8666296 0.0390654 179.2320552 0.5213682 2392.0373016 0.9058538 4156.0572344 0.4150516 1904.2567408 0.1160524 532.4484112 0.24513 1124.65644 0.2049549 940.3330812 0.0948313 435.0860044 0.0595668 273.2924784 0.2016089 924.9816332 "(6.4565034, -74.3997976)" 6.4565034 -74.3997976 "(0.571,0.786]"
"82" 5591 16319 13187.3953233 0.8081007 5 "Antioquia" "Puerto Triunfo" 4446 0.8625843 3835.0497978 0.3571344 1587.8195424 0.1573287 699.4834002 0.3519585 1564.807491 0.2508564 1115.3075544 0.0545822 242.6724612 0.5431721 2414.9431566 0.9521038 4233.0534948 0.6837435 3039.923601 0.1184694 526.7149524 0.3443929 1531.1708334 0.1419863 631.2710898 0.054061 240.355206 0.0716142 318.3967332 0.2086068 927.4658328 "(5.8666667, -74.64999999999999)" 5.8666667 -74.65 "(0.786,1]"
"83" 5604 20616 14679.0001968 0.7120198 5 "Antioquia" "Remedios" 5324 0.8441022 4494.0001128 0.3446657 1835.0001868 0.156837 835.000188 0.3283246 1748.0001704 0.2178813 1160.0000412 0.0661157 351.9999868 0.4703231 2504.0001844 0.979151 5212.999924 0.1265965 673.999766 0.116266 619.000184 0.3315177 1765.0002348 0.5174681 2755.0001644 0.2120586 1128.9999864 0.1192712 634.9998688 0.209429 1114.999996 "(7.0333333, -74.5333333)" 7.0333333 -74.5333333 "(0.571,0.786]"
"84" 5607 16748 5630.1517128 0.3361686 5 "Antioquia" "Retiro" 4468 0.6789023 3033.3354764 0.09444 421.95792 0.047803 213.583804 0.2988232 1335.1420576 0.126468 565.059024 0.0262143 117.1254924 0.3305975 1477.10963 0.7423563 3316.8479484 0.1451729 648.6325172 0.0285417 127.5243156 0.2614297 1168.0678996 0.0280652 125.3953136 0.0037495 16.752766 0.006116 27.326288 0.0792774 354.2114232 "(6.0572222, -75.5025)" 6.0572222 -75.5025 "(0.142,0.357]"
"85" 5615 98660 26476.565322 0.2683617 5 "Antioquia" "Rionegro" 26296 0.5212304 13706.2745984 0.1038662 2731.2655952 0.062249 1636.899704 0.2394893 6297.6106328 0.1246609 3278.0830264 0.0262682 690.7485872 0.3172178 8341.5592688 0.7206289 18949.6575544 0.2382915 6266.113284 0.030097 791.430712 0.0711378 1870.6395888 0.0219026 575.9507696 0.0037611 98.9018856 0.0033347 87.6892712 0.0808777 2126.7599992 "(6.1409294, -75.41116439999999)" 6.1409294 -75.4111644 "(0.142,0.357]"
"86" 5628 8114 6716.9996376 0.8278284 5 "Antioquia" "Sabanalarga" 1888 0.9141949 1725.9999712 0.3183263 601.0000544 0.2674788 504.9999744 0.3983051 752.0000288 0.2240466 422.9999808 0.0889831 168.0000928 0.6228814 1176.0000832 0.9745763 1840.0000544 0.0820975 155.00008 0.0852754 160.9999552 0.3019068 570.0000384 0.7150424 1350.0000512 0.2478814 468.0000832 0.0047669 8.9999072 0.310911 586.999968 "(6.853000000000001, -75.821)" 6.853 -75.821 "(0.786,1]"
"87" 5631 44599 8068.4675286 0.1809114 5 "Antioquia" "Sabaneta" 12399 0.4305038 5337.8166162 0.0832937 1032.7585863 0.02578 319.64622 0.2532255 3139.7429745 0.0384457 476.6882343 0.0237463 294.4303737 0.2846557 3529.4460243 0.6670952 8271.3133848 0.2077031 2575.3107369 0.0274117 339.8776683 0.0290821 360.5889579 0.0066188 82.0665012 0.0008442 10.4672358 0.0001613 1.9999587 0.0588444 729.6117156 "(6.15, -75.6)" 6.15 -75.6 "(0.142,0.357]"
"88" 5642 18006 13621.9999536 0.7565256 5 "Antioquia" "Salgar" 4252 0.8979304 3818.0000608 0.392286 1668.000072 0.1770931 752.9998612 0.3821731 1625.0000212 0.1919097 816.0000444 0.0978363 415.9999476 0.4828316 2052.9999632 0.9698965 4123.999918 0.2478833 1053.9997916 0.1048918 445.9999336 0.4066322 1729.0001144 0.2857479 1215.0000708 0.0623236 264.9999472 0.011524 49.000048 0.2137817 908.9997884 "(6.000000000000001, -76)" 6 -76 "(0.571,0.786]"
"89" 5647 4594 2962.9999898 0.6449717 5 "Antioquia" "San Andrés de Cuerquia" 1174 0.8117547 953.0000178 0.2206133 259.0000142 0.1175468 137.9999432 0.3407155 399.999997 0.1584327 185.9999898 0.0502555 58.999957 0.5136286 602.9999764 0.9403748 1104.0000152 0.1226576 144.0000224 0.0638842 75.0000508 0.4182283 491.0000242 0.3781942 443.9999908 0.0468484 55.0000216 0.0042589 4.9999486 0.2189097 256.9999878 "(6.90333, -75.68249999999999)" 6.90333 -75.6825 "(0.571,0.786]"
"90" 5649 11649 7012.9997091 0.6020259 5 "Antioquia" "San Carlos" 3430 0.8419825 2887.999975 0.2504373 858.999939 0.1195335 409.999905 0.2962099 1015.999957 0.1314869 451.000067 0.0574344 196.999992 0.525656 1803.00008 0.9504373 3259.999939 0.1169096 400.999928 0.0787172 269.999996 0.1976676 677.999868 0.1690962 579.999966 0.0390671 134.000153 0.0125364 42.999852 0.1157434 396.999862 "(6.190348999999999, -74.99018099999999)" 6.190349 -74.990181 "(0.571,0.786]"
"91" 5652 6258 4776.9998682 0.7633429 5 "Antioquia" "San Francisco" 1719 0.9185573 1578.9999987 0.3932519 676.0000161 0.1617219 277.9999461 0.4054683 697.0000077 0.1919721 330.0000399 0.1052938 181.0000422 0.5229785 899.0000415 0.9680047 1664.0000793 0.104712 179.999928 0.0977312 167.9999328 0.4618965 794.0000835 0.2879581 494.9999739 0.061082 104.999958 0.0075625 12.9999375 0.214078 368.000082 "(5.882857, -74.9910112)" 5.882857 -74.9910112 "(0.571,0.786]"
"92" 5656 11594 7223.7495242 0.6230593 5 "Antioquia" "San Jerónimo" 3059 0.8221512 2514.9605208 0.1850655 566.1153645 0.1006857 307.9975563 0.3333288 1019.6527992 0.1811455 554.1240845 0.032947 100.784873 0.5374672 1644.1121648 0.929825 2844.334675 0.2823376 863.6707184 0.0199285 60.9612815 0.2516626 769.8358934 0.1127492 344.8998028 0.0727374 222.5037066 0.0071494 21.8700146 0.1425122 435.9448198 "(6.433332999999999, -75.716667)" 6.433333 -75.716667 "(0.571,0.786]"
"93" 5658 3062 1639.9998512 0.5355976 5 "Antioquia" "San José de la Montaña" 792 0.7348485 582.000012 0.1388889 110.0000088 0.0959596 76.0000032 0.2840909 224.9999928 0.1893939 149.9999688 0.0744949 58.9999608 0.4570707 361.9999944 0.9621212 761.9999904 0.1426768 113.0000256 0.0429293 34.0000056 0.2550505 201.999996 0.3800505 300.999996 0.0050505 3.999996 0.0037879 3.0000168 0.1477273 117.0000216 "(6.8123677, -75.6906241)" 6.8123677 -75.6906241 "(0.357,0.571]"
